Year,SOURCE_DETAIL,SDG Series,Unit of measure,Source details,Observation-level footnotes,COMMENT_OBS,Value
1998,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,3.71365
1999,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,13.95879
2000,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,-6.98748
2001,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,3.92626
2002,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,6.51941
2003,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,13.51691
2004,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,10.61428
2005,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,12.4574
2006,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,20.34784
2007,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,15.9715
2008,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,6.01327
2009,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,2.45846
2010,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,9.51688
2011,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,8.76199
2012,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,3.11862
2013,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,13.02971
2014,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,-2.12609
2015,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,-0.9679
2016,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,11.87811
2017,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,2.10428
2018,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,9.74887
2019,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,9.68996
2020,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,0.14623
1983,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,4.56955
1984,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,-3.96643
1985,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,-0.10057
1986,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of imports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",,,3.25845
